id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ016488,0.006919957508004529,0.003005847163372966,0.0029158067329579356,0.9685363855578148,0.003199687700782675,0.007609480474611194,0.002965596040842269,0.004847238821613541
ZJ016497,0.04977052631863711,0.17448584603027573,0.04892190181234612,0.013136663403107499,0.12308713558907437,0.2423216346176792,0.31676191552293903,0.03151437670594106
ZJ016498,0.01216221870203579,0.0025462034624722726,0.010001044861769686,0.0028910552248039146,0.0027776928677245823,0.9455981459239958,0.022320400748285455,0.0017032382089126508
ZJ016499,0.3941937893081543,0.060557290785528475,0.16744928751929555,0.038489373664712945,0.028405450657679226,0.21633483161292383,0.06810803469819796,0.026461941753507814
ZJ016501,0.07433223668930086,0.0008951723315993338,0.00892906124765679,0.5672640819096952,0.0071996703745710895,0.0009785198093041083,0.0014623801095778647,0.3389388775282946
ZJ016502,0.0069369467505870155,0.00020129961195310855,0.0011228722307103111,0.0016661090664597006,0.00024291824373854165,0.0002349268961200121,0.0014269904808518507,0.9881679367195794
ZJ016503,0.2727000391191426,0.22023021001059984,0.07012195269385643,0.010096666009080478,0.021428465012809064,0.024133823202199523,0.3405254460881535,0.04076339786415861
ZJ016510,0.0019175861575694267,0.002468472492848287,0.004181015491505869,0.980042273800756,0.005006027098041546,0.0014249929741932273,0.00042520975118599824,0.004534422233899589
ZJ016512,0.08281128737515153,0.020807639426784826,0.03937451806389039,0.022265610550713383,0.006354033538149363,0.030196816861037312,0.747955189427336,0.050234904756937086
ZJ016523,0.021882699305676507,0.9335737680796311,0.01811957641668746,0.006885171632088212,0.00494969704222288,0.007292912283074168,0.0029574853793481663,0.004338689861271416
ZJ016525,0.09701315630034534,0.0020636537887731062,0.011816877075150231,0.507492377401374,0.2711156529848,0.008309270120169849,0.004234358137724894,0.09795465419166248
ZJ016528,0.10930680056549112,0.055863809329507484,0.02245705863758586,0.0026687564201936286,0.005576370663433382,0.003344039606576758,0.6741857016850418,0.1265974630921699
ZJ016529,0.06194731888764325,0.028891111721966924,0.02804806610348488,0.021698474673109265,0.09833306282070695,0.15096201002358314,0.5479495149808624,0.0621704407886432
ZJ016533,0.02657706016601828,0.834950276955299,0.02976619778228304,0.006110572476025217,0.015329187317676433,0.020441947093889683,0.04680789237137861,0.020016865837429915
ZJ016554,0.5491719314378055,0.054979113945614784,0.05032550057797413,0.0034596783345123504,0.01146330539291866,0.004786897880774847,0.2703690235471431,0.05544454888325655
ZJ016556,0.3178299432651455,0.041182641403859604,0.11938309587032875,0.018236455048536,0.030963138442970793,0.11182726638046904,0.26886344014678737,0.0917140194419029
ZJ016559,0.821443743465085,0.009205274113234057,0.015905403551907664,0.0027083356335008335,0.06234194632789444,0.005079603106937572,0.08024598480189994,0.0030697089995404244
ZJ016568,0.0008448513559558915,0.0020239006897846785,0.005461524748453197,0.0031893786918216946,0.0027426963314394477,0.983943315216105,0.0009704680140353488,0.000823864952404873
ZJ016572,0.028307486152887786,0.38227855126009375,0.04018170449930111,0.06559673247126155,0.005735549883561345,0.03330550015631417,0.08948159461103418,0.35511288096554605
ZJ016579,0.4128640257107888,0.4267240383176729,0.04449898563486634,0.0019777131869053444,0.01659134820808977,0.006981092770257704,0.06791277450307871,0.02245002166834037
ZJ016593,0.5263406409929134,0.02298109377147076,0.043655587837024216,0.035855574570373076,0.012936228520987447,0.0150283611917289,0.28283105302025024,0.06037146009525178
ZJ016596,0.6142090647994135,0.019856226910611126,0.035858759655800904,0.0027524671797954283,0.07741545384193044,0.0190666519524917,0.2133797484140008,0.01746162724595619
ZJ016609,0.06590173032326174,0.02476642481443589,0.0341679571299381,0.27030150147934784,0.03591003311927132,0.005268385844508575,0.08820698029359185,0.4754769869956446
ZJ016615,0.23032049454332426,0.0030512655897336947,0.018437616146977864,0.009722345063052579,0.0271339252958294,0.003441153875156666,0.5459491565069398,0.1619440429789858
ZJ016621,0.01895660277082151,0.009389960159068797,0.005274445234978544,0.0072875447628032546,0.0014630646430792043,0.0006385810505108859,0.0011661323992914255,0.9558236689794463
ZJ016627,0.05160737351056211,0.020773028362690592,0.0778939954914086,0.008764800581883067,0.01833833541548834,0.23300107827199135,0.5548347973400476,0.03478659102592842
ZJ016634,0.1731716302560332,0.06920623181938118,0.05088259429929879,0.23169551452071196,0.025366580752009496,0.008846695396305254,0.11321980274583575,0.32761095021042436
ZJ016635,0.17533258409634503,0.24939671998361157,0.18316472799994052,0.09426391786299367,0.06787556825293681,0.11403249426992029,0.05436404248680474,0.06156994504744729
ZJ016641,0.02931045962871522,0.01199404053137988,0.0063931012256815975,0.008876310598913612,0.0014885365727525539,0.0017510755846419554,0.0058290758635091075,0.9343573999944061
ZJ016643,0.26682955389818686,0.2126711615213427,0.059440704985508054,0.2041130690346705,0.14721063657485592,0.05082430649619853,0.041115302955311205,0.01779526453392608
ZJ016648,0.04598888800631715,0.6771114080142444,0.024336875128456965,0.0025919826498979467,0.0038148692685691632,0.0037220306339546608,0.23486994898923483,0.007563997309324724
ZJ016654,0.04641835751429236,0.5212311024975038,0.034421023440163664,0.015945192731808503,0.00372150125405601,0.020830270863614685,0.14375864606607064,0.21367390563249028
ZJ016670,0.10564450969548166,0.002303116907991671,0.007914457935622779,0.052254037036892687,0.017010247556493326,0.006791588771896772,0.0020583603602025787,0.8060236817354186
ZJ016679,0.09513177527742367,0.058433515950273074,0.029727784061154876,0.28531853979585875,0.020134023729545553,0.027527555890317867,0.3486861103265213,0.1350406949689048
ZJ016684,0.01196598564394818,0.003884533663163317,0.008044578247831113,0.8848676943172172,0.07216080337362275,0.0063932972757471986,0.0015223597184241477,0.011160747760046129
ZJ016686,0.7602389357540441,0.03989733494116074,0.02878271787643049,0.0018353754894099366,0.01831767922825426,0.004709329963427129,0.13406004742847258,0.01215857931880084
ZJ016687,0.47986896981162075,0.007992865806430462,0.07687022496249683,0.01471045516381485,0.058864746774198236,0.12131111412621863,0.22820666741712703,0.01217495593809335
ZJ016688,0.5565349756837741,0.004916209100280419,0.03277918643585879,0.00404614934095964,0.03428593799071962,0.015034149400230394,0.31900566799549374,0.03339772405268329
ZJ016691,0.17368801072154502,0.003712500041596298,0.011123276897366093,0.0007015166133033491,0.007307085585111919,0.0035421579695607123,0.7880223664164606,0.011903085755056175
ZJ016708,0.017521610237545216,0.0005115339038231619,0.0028375809139969794,0.06554202304268589,0.0014830930893535263,0.000745986649103679,0.0029299329601314788,0.90842823920336
ZJ016709,0.35396769958206176,0.06175151198196127,0.04072800834779964,0.09627988124547365,0.08684400068428767,0.06739087258013975,0.25122767971307364,0.04181034586520243
ZJ016712,0.17225160876837237,0.05822061744291215,0.03289615712803675,0.05393021691415714,0.0989534049576531,0.1600662713218599,0.4016186890035771,0.022063034463431556
ZJ016716,0.7955054037617513,0.0054272579993504,0.03404404364211495,0.005046822220487399,0.03095461555132295,0.008051842495384999,0.09929946667356865,0.021670547656019296
ZJ016722,0.006004176377711708,0.0077882585999955005,0.018200192379967967,0.1242504716380657,0.0578008296742637,0.7798076215558537,0.0023621402073866807,0.0037863095667550343
ZJ016726,0.3054754219227618,0.08018771270434168,0.03735314922473673,0.0021308221203778926,0.011383181760556372,0.006230731644254856,0.5127079092921757,0.04453107133079519
ZJ016727,0.003930930323104297,0.030071062763918223,0.020742683232737907,0.009272321501439815,0.028078379381778984,0.9028954736999033,0.0021188118668636815,0.0028903372302538834
ZJ016732,0.4013571927374465,0.08896465774529322,0.14929538152140145,0.022388790178019775,0.04705879306526507,0.07911784925533043,0.19301089036904662,0.01880644512819687
ZJ016737,0.16670960014508676,0.10945477071376762,0.02845272170096472,0.14754946373862135,0.05972719660862492,0.01311125345603904,0.2176041071633732,0.2573908864735224
ZJ016749,0.07206989435082133,0.030608097767670983,0.03938679167568282,0.00785028748503238,0.013188002772732804,0.012503731718145845,0.7689034144434237,0.055489779786490126
ZJ016750,0.04410792846283921,0.6356725231552192,0.036615701341138895,0.04124926456582134,0.00570238485278919,0.017954612750562385,0.04770338575406391,0.17099419911756605
ZJ016774,0.08541247871689966,0.6552672534147003,0.031575919762551426,0.0048235145235374305,0.00667532947403351,0.005565989882004402,0.19658042204015652,0.014099092186116814
ZJ016784,0.04332014323905867,0.0022331869222790885,0.00367539422109423,0.010995620478954412,0.003989797612316355,0.00045212127796260876,0.018370310436590893,0.9169634258117436
