id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ016488,0.021914787590503693,0.002414227928966284,0.3369264602661133,0.1016177237033844,0.0005750948330387473,0.3228137195110321,0.0008514553774148226,0.21288655698299408
ZJ016489,0.9661886096000671,0.0006079180748201907,0.0028988171834498644,0.0015338450903072953,0.01828688010573387,0.00020201090956106782,0.0009838270489126444,0.009298034012317657
ZJ016490,0.558152973651886,0.0014151938958093524,0.050600022077560425,0.28715595602989197,0.06355501711368561,0.006032951176166534,0.0008477396331727505,0.032240159809589386
ZJ016491,5.239918391453102e-05,5.1790691941278055e-05,0.0007912736036814749,0.00018272377201355994,3.3358479413436726e-05,0.9988137483596802,3.0097899070824496e-05,4.45662226411514e-05
ZJ016492,0.3281714618206024,0.003469349117949605,0.0576014369726181,0.013488246127963066,0.06515920162200928,0.007918327115476131,0.18175651133060455,0.34243547916412354
ZJ016493,0.9259321093559265,0.03657151013612747,0.0015094983391463757,0.0016241557896137238,0.011280226521193981,0.0019278435502201319,0.01701458729803562,0.004140080884099007
ZJ016494,0.2302129864692688,0.005673656705766916,0.1640973687171936,0.001822253572754562,0.00230054440908134,0.0030710427090525627,0.5850242376327515,0.0077978866174817085
ZJ016495,0.030749885365366936,0.0006230698199942708,0.007290092296898365,0.00859555508941412,0.45334288477897644,0.055246058851480484,0.43359845876693726,0.010553913190960884
ZJ016496,0.19991682469844818,0.12137064337730408,0.21772795915603638,0.016412200406193733,0.00436350516974926,0.018801487982273102,0.04182668402791023,0.3795807361602783
ZJ016497,0.07307998836040497,0.008575992658734322,0.0389145165681839,0.06184229627251625,0.5136038064956665,0.05146459490060806,0.21776051819324493,0.03475820645689964
ZJ016498,0.13215234875679016,0.006251930724829435,0.3521001935005188,0.008867109194397926,0.008345946669578552,0.22469602525234222,0.23321647942066193,0.03436999022960663
ZJ016499,0.009049352258443832,0.9572192430496216,0.005629060789942741,0.004110800568014383,0.0010886633535847068,0.0166193637996912,0.005021986551582813,0.0012615763116627932
ZJ016500,0.1482589691877365,0.0027759557124227285,0.07513924688100815,0.010526508092880249,0.004739874973893166,0.001899176393635571,0.08602820336818695,0.6706320643424988
ZJ016501,0.336437463760376,0.000491407816298306,0.04015691205859184,0.5548425316810608,0.0075652399100363255,0.0012767498847097158,0.0006635122699663043,0.05856616795063019
ZJ016502,0.09994333982467651,0.0003624692908488214,0.21398039162158966,0.640299379825592,0.0007681583520025015,0.001898104208521545,0.0006073974072933197,0.04214077442884445
ZJ016503,0.12126608192920685,0.34132906794548035,0.1529223769903183,0.006429797038435936,0.010526534169912338,0.024022473022341728,0.13773325085639954,0.20577047765254974
ZJ016504,0.5118449926376343,0.008300069719552994,0.3171558678150177,0.006240554619580507,0.009477915242314339,0.006995218340307474,0.03381989523768425,0.10616546869277954
ZJ016505,0.42264917492866516,0.001633725711144507,0.500350296497345,0.01095997728407383,0.0025015450082719326,0.00965112540870905,0.00603569345548749,0.04621848091483116
ZJ016506,0.4151920676231384,0.036613158881664276,0.05679440498352051,0.00646398076787591,0.007282312493771315,0.02265259437263012,0.4358059763908386,0.019195467233657837
ZJ016507,0.7970888614654541,0.0007774307741783559,0.11432474106550217,0.004193083383142948,0.027345480397343636,0.004825071897357702,0.03523188456892967,0.01621345989406109
