id,antelope_duiker,bird,blank,civet_genet,hog,leopard,monkey_prosimian,rodent
ZJ016490,0.11231809675340719,0.09449196427326541,0.18708401608260794,0.1591252967426697,0.13009951744760134,0.0982362118215483,0.08249605582323782,0.1361488410556623
ZJ016494,0.17828403037550067,0.08546546820721342,0.22929140775501994,0.055678783789653734,0.0819083997479268,0.0786538165904579,0.19792923676767274,0.09278885676655478
ZJ016504,0.1531551870447406,0.1295206633048534,0.23500013100301856,0.07867324678218435,0.10044012599020623,0.08028873269190939,0.12493949698887628,0.09798241619421119
ZJ016505,0.14961097227953735,0.11617345017648459,0.24632294697201176,0.07967911361016485,0.09219994396805593,0.10136534602645333,0.09638569924798095,0.11826252771931128
ZJ016508,0.12989730928125628,0.06665527597975678,0.27214010370056096,0.11568657905228616,0.07172366409603483,0.059683187591226455,0.06810552213674577,0.21610835816213272
ZJ016511,0.1663509645728888,0.07788144157754649,0.2612095315736314,0.06742453619179783,0.09643328399265348,0.09343907866398093,0.09354236682371413,0.1437187966037871
ZJ016514,0.12724930531848797,0.09150477107028092,0.16216787086306322,0.15384123788644885,0.14343160250917805,0.08873763865750502,0.09260229949583786,0.14046527419919805
ZJ016515,0.09058257294776945,0.09028625164516375,0.12459606077103433,0.0693620818101569,0.08890244478926879,0.3753632248218289,0.08581332312770472,0.07509404008707314
ZJ016517,0.1359018616663011,0.14748036314226834,0.19932387641723642,0.08500748293290074,0.09280472385672434,0.11576332562576559,0.10848652767028827,0.11523183868851528
ZJ016519,0.13048453322014075,0.09755294336720081,0.23829153415577828,0.10282672824746526,0.12849115462263394,0.10723328421992694,0.08998165502818238,0.10513816713867154
ZJ016521,0.15521900135205574,0.11249306842869317,0.2668595152827921,0.0591468013337824,0.07316068393314758,0.10016443786300545,0.14274163883202654,0.09021485297449694
ZJ016524,0.1318357376170312,0.06829450295919497,0.25796621021640664,0.12004413298188202,0.08897957801691421,0.10422616116268041,0.07153801027019156,0.15711566677569905
ZJ016530,0.16490995609439754,0.10141122995178409,0.18080995528600038,0.07076860057602873,0.12078915981161295,0.1767872898267449,0.10511628745257558,0.07940752100085573
ZJ016531,0.1176898238570736,0.06517507873054157,0.23387095427207594,0.13567360368535228,0.09874026105486938,0.12960636393370314,0.06747454914892491,0.15176936531745902
ZJ016534,0.10572366737007649,0.07327135638889569,0.20847160849182997,0.14933981852891806,0.08753342304132807,0.09229138303665105,0.06456687799395404,0.21880186514834665
ZJ016536,0.17453431141598597,0.1043873276514379,0.21544249324263356,0.07285726621070886,0.11186172536169321,0.10642461345717903,0.12114743816757961,0.09334482449278173
ZJ016537,0.2253807135713913,0.09788578977081978,0.1087111531178919,0.07400297753268409,0.13364858326623275,0.12306406232637004,0.14304417933958857,0.0942625410750215
ZJ016539,0.1597197199548529,0.09058165606495651,0.24507248318986444,0.06840136788154273,0.0779413154261738,0.07635213733429497,0.1007809045543511,0.18115041559396367
ZJ016541,0.1524005215216773,0.1016188263684178,0.2557049812476834,0.06216828252666889,0.10374461970574884,0.12828763860604403,0.11199573612678516,0.0840793938969745
ZJ016542,0.1286082514258962,0.08091298875686459,0.1973106045744218,0.14767406113398626,0.08682164240310898,0.0920157646796774,0.06782972205995351,0.19882696496609126
ZJ016545,0.12929541812480078,0.09581692669451031,0.23809209966339628,0.07334559888630812,0.08687195306655711,0.15247197979693805,0.1433299658149722,0.08077605795251727
ZJ016547,0.10713307592658416,0.07410210986598256,0.3068754480341306,0.09606636170784974,0.07009770093977893,0.17288650502522956,0.06747752114863438,0.10536127735181025
ZJ016549,0.17520659062829172,0.11510656213538856,0.26028163083038963,0.0623662410616493,0.06571063109046348,0.1125228940973138,0.14291544551359417,0.06589000464290935
ZJ016552,0.1448384780103039,0.10106148051161641,0.21359024828741188,0.09073364027218404,0.11605857080083122,0.09481247887086965,0.16971134685581643,0.0691937563909664
ZJ016553,0.14560902007599902,0.09401157906248707,0.2527686608597619,0.05997192752662292,0.07876736287230474,0.10498982030853779,0.15418060612019188,0.10970102317409465
ZJ016557,0.13974906581854615,0.1843404578654088,0.17200972508145895,0.0647676712995861,0.08095659945392172,0.07174989063402193,0.14510183521760062,0.14132475462945587
ZJ016560,0.19591737648599333,0.09914235272332571,0.15600359669039188,0.06343589613303523,0.1309432487655516,0.16535959735844039,0.11072423186786047,0.07847369997540136
ZJ016566,0.1549523459569881,0.13389059243127444,0.24247253789684375,0.06149812796616387,0.0837489709096093,0.09810162596352538,0.12943854048523065,0.09589725839036446
ZJ016567,0.10987485146277827,0.06790360049945726,0.19197172814427643,0.1340781071126673,0.08798172559680525,0.0727147415166934,0.07187232869591796,0.2636029169714041
ZJ016569,0.12130597652434734,0.12446296500470055,0.1761311590366035,0.06010538596012455,0.12788837190536617,0.11302357575746884,0.18073184857016864,0.0963507172412205
ZJ016571,0.10921463017776814,0.06976650505697868,0.26249567608257507,0.08279825138199744,0.07319685129971713,0.2426295011648059,0.06293598492708825,0.09696259990906941
ZJ016573,0.13914801827161333,0.06838550661973904,0.28898614976945286,0.09470130219378654,0.08544072280856924,0.09809345841480183,0.06779944761421462,0.15744539430782248
ZJ016574,0.1088159088443721,0.0747359794811382,0.2784130588925653,0.11547624628675367,0.07800133634092159,0.10132413258122219,0.06495900567173775,0.17827433190128925
ZJ016575,0.1121050822539421,0.06885045072538945,0.2928511617356087,0.0840378018856702,0.10467853375424936,0.17887959317327046,0.07336837364110262,0.08522900283076694
ZJ016577,0.14238440491412438,0.0934395367413458,0.24623692499651006,0.06792002992305153,0.08767406991839154,0.0674353920821627,0.12387221934643212,0.1710374220779818
ZJ016578,0.17550697919630565,0.11141789544977382,0.21538166853993235,0.06665813015781759,0.0860608634458925,0.06994292774920464,0.15577183183330953,0.11925970362776386
ZJ016583,0.15993135370247707,0.11844075275483196,0.26827905008121866,0.06410106351015356,0.09419411315545705,0.07147538735123399,0.12308261081245543,0.10049566863217241
ZJ016584,0.12728244354841445,0.06260349252329249,0.23921833915605303,0.13389029803616556,0.08536626677172601,0.10379706829872716,0.06246524111365446,0.18537685055196704
ZJ016586,0.16962921654792465,0.08157553803076903,0.24675837084592278,0.07039258504889774,0.07546071007294163,0.06875199205891715,0.11704718150052743,0.17038440589409962
ZJ016587,0.12285677511951408,0.09357756459934205,0.37594748126010147,0.0632464335289562,0.06853436860546978,0.09261929474382195,0.10164585148962318,0.08157223065317132
ZJ016601,0.14924069605127105,0.1394657919310067,0.24392731547661298,0.06499093222362523,0.09348534642041546,0.07834932576208749,0.12445038857288122,0.10609020356209994
ZJ016602,0.11707918678817747,0.12196229296989157,0.17342807144633574,0.09525885512360148,0.12983772952400888,0.09817489785100068,0.13641139235458802,0.12784757394239613
ZJ016604,0.10521241939334791,0.0751078632470185,0.21704750434423287,0.13159591820621916,0.08565502095857377,0.06026664163807624,0.06548181314074272,0.2596328190717889
ZJ016605,0.12027417222933928,0.10373076924926815,0.22989134920538865,0.07218658238614242,0.08625450815001205,0.1472323541253291,0.12210199305780588,0.11832827159671457
ZJ016606,0.1537214836676974,0.11514878372171711,0.19245481394592429,0.08345129058691564,0.11548374621992553,0.08244881115507166,0.12531228072408343,0.13197878997866494
ZJ016608,0.12433087121770528,0.08730229534198701,0.19208654747522574,0.14084406963151685,0.10099121967879982,0.1161258193867014,0.07893421195420844,0.1593849653138554
ZJ016610,0.15713172197414396,0.12746981918168704,0.21620376187754192,0.08106944557188653,0.11638231250986017,0.0776958821075514,0.09184881810700349,0.13219823867032565
ZJ016611,0.12571345932960304,0.11988762934824695,0.2272047511587616,0.06205418181954552,0.08770812875372287,0.14982714390178664,0.1249223246586198,0.1026823810297136
ZJ016612,0.10584949116575566,0.09266106257550656,0.3016909286848709,0.11596936259087352,0.07678022682997399,0.12365861871256761,0.06516058399450728,0.11822972544594465
ZJ016619,0.11439364651844652,0.0885826533900781,0.1823624011861236,0.15616346723885605,0.13509610198822225,0.08608414114874967,0.08526758927581629,0.1520499992537077
ZJ016622,0.1384568430386659,0.10612006176796239,0.22293800915830517,0.08581607492169158,0.11357493340627861,0.10968906490525134,0.14375341445364825,0.07965159834819677
ZJ016623,0.13218322486389245,0.08007615530207102,0.2031607619090931,0.146543613491851,0.0857280515082178,0.08900625339980253,0.06712795434391698,0.19617398518115517
ZJ016624,0.21963686265907476,0.1090370669734569,0.13974072917102026,0.06740233670693284,0.13182186451846217,0.11411534428484343,0.12028025615321947,0.09796553953299017
ZJ016631,0.14188483186298512,0.09761580986368656,0.22711589189275994,0.1389212200605928,0.07250204502708639,0.1093512403169853,0.06632094614663785,0.14628801482926598
ZJ016632,0.13921247289082844,0.09166409726394677,0.13372107345857195,0.15968756374734264,0.1532000632797076,0.07599609574775543,0.10490963593678389,0.1416089976750631
ZJ016633,0.19047490671384112,0.16608957794363122,0.1401010382418851,0.0594308142104636,0.10230788008756035,0.09330200097077983,0.1679839213512267,0.08030986048061209
ZJ016636,0.10390031580491345,0.06890060429675361,0.193046002531247,0.15066524847800106,0.09384542834020755,0.07411610568672054,0.0701297615574537,0.24539653330470299
ZJ016647,0.10680818823518398,0.05723222876714398,0.2465334387719656,0.1899730088930605,0.08798367559152888,0.07122379304974905,0.061572565828974676,0.17867310086239335
ZJ016649,0.11169117532289638,0.07965783339936844,0.230168978934672,0.12005855916942948,0.0795301810277329,0.1512294801003395,0.05864589369962732,0.16901789834593395
ZJ016652,0.1504778381426572,0.09811963427540527,0.2669155169721655,0.07599062304338247,0.07337883682109661,0.10919981934489958,0.1507151414269056,0.07520258997348775
ZJ016658,0.14473376846885957,0.06981857249797414,0.2688431000902119,0.09628650750310518,0.06536937645875249,0.12312401831650495,0.07923632949979921,0.15258832716479243
ZJ016659,0.0826154156269612,0.1108986630993581,0.17295254098148766,0.08214661959778934,0.12106797207146794,0.2690657877013813,0.08708346565224218,0.07416953526931234
ZJ016660,0.1748942112418516,0.0825686926203054,0.23866019771685235,0.059953681350417044,0.0789031418998812,0.07445555453701394,0.16895058883933656,0.12161393179434188
ZJ016661,0.16223751728373445,0.07581914764428677,0.278855482714197,0.11676130944943271,0.07271086767477605,0.08005523332873923,0.06709200472419545,0.1464684371806383
ZJ016664,0.12234431433440168,0.06037729000592231,0.282967262608774,0.11218803654413442,0.11100943167098609,0.09900621172892858,0.06678052557830104,0.14532692752855195
ZJ016665,0.12982624877892723,0.11421503711847321,0.1534797501426961,0.06484964199324929,0.13466441144779784,0.11550003688209318,0.17369245641641404,0.11377241722034909
ZJ016668,0.1674214776566856,0.0990216556203455,0.20055214287225445,0.09963545206029419,0.1124703542462273,0.0880156328359067,0.0949984798265996,0.13788480488168667
ZJ016669,0.15084065621036863,0.15542012603784958,0.20874433996190825,0.06805536600337565,0.08644656791253984,0.127847626150314,0.13066284438163506,0.0719824733420091
ZJ016671,0.1326687061133248,0.06637699767767322,0.2783938750624267,0.10936628337416222,0.08270262370178257,0.11525710261843267,0.07338762781334184,0.14184678363885614
ZJ016672,0.11227214812149064,0.09411693412582424,0.15807080440988122,0.09994615895178564,0.1438871705095671,0.1970256480511332,0.08743661799480663,0.10724451783551113
ZJ016673,0.17570271300769,0.09943931171483764,0.1377594108061833,0.10024656250986015,0.13556589618871645,0.09759499227833082,0.13002153767959332,0.12366957581478827
ZJ016676,0.1563426613073945,0.1083543373533503,0.270608760221963,0.059296999798841676,0.06939012398668826,0.10637504772487376,0.15139003748531502,0.07824203212157356
ZJ016678,0.11916306107786528,0.09740725889690312,0.09368946448312786,0.09769397601579156,0.1132045002914878,0.10161681196421139,0.30370618149569145,0.0735187457749217
